"235,744"	"705,856"	"194,480"	"278,405"	"198,698"					
"237,352"	"705,856"	"196,777"	"275,878"	"199,387"					
"234,136"	"699,884"	"194,939"	"274,041"	"200,077"					
"231,150"	"695,750"	"191,953"	"269,447"	"192,956"					
"230,691"	"698,966"	"193,102"	"268,069"	"194,105"					
"231,609"	"703,330"	"195,858"	"270,136"	"195,483"					
"233,217"	"704,708"	"195,169"	"268,758"	"197,320"					
"230,920"	"702,411"	"193,331"	"269,447"	"196,402"					
"207,033"	"703,330"	"181,158"	"275,419"	"181,702"					
"236,662"	"698,277"	"180,469"	"275,648"	"180,783"					
"239,648"	"705,627"	"180,928"	"277,027"	"180,553"					
"241,027"	"710,220"	"182,536"	"281,161"	"183,539"					
"238,041"	"705,856"	"183,225"	"277,945"	"185,377"					
"235,514"	"702,870"	"182,077"	"276,337"	"184,687"					
"237,811"	"703,789"	"182,077"	"275,648"	"186,755"					
"241,256"	"708,842"	"186,900"	"281,391"	"187,903"					
"240,567"	"708,842"	"188,278"	"277,486"	"186,984"					
"238,959"	"703,789"	"187,130"	"276,108"	"188,133"					
"240,338"	"707,694"	"190,345"	"275,189"	"188,133"					
"236,433"	"698,047"	"190,345"	"270,366"	"189,281"					
"236,662"	"698,966"	"188,967"	"268,069"	"186,984"					
"230,920"	"691,386"	"185,062"	"263,475"	"183,080"					
"225,408"	"664,283"	"171,052"	"250,842"	"163,327"					
"198,534"	"600,659"	"148,312"	"219,605"	"140,358"					
"162,014"	"533,361"	"122,128"	"199,622"	"132,548"					
"153,516"	"545,534"	"123,277"	"206,972"	"144,033"					
"165,230"	"594,917"	"141,422"	"231,778"	"160,800"					
"195,778"	"664,972"	"167,147"	"260,719"	"187,214"					
"224,948"	"704,478"	"184,603"	"276,337"	"197,780"					
"227,705"	"706,775"	"187,589"	"277,716"	"197,320"					
"233,906"	"709,531"	"193,102"	"277,486"	"197,091"					
"233,217"	"701,492"	"191,494"	"273,811"	"197,780"					
"230,002"	"696,669"	"189,656"	"270,595"	"195,253"					
"228,394"	"692,075"	"192,183"	"268,298"	"193,875"					
"224,489"	"695,520"	"192,183"	"267,150"	"195,023"					
"230,231"	"703,789"	"195,628"	"268,298"	"196,631"					
"231,150"	"700,114"	"194,709"	"269,447"	"196,631"					
"230,002"	"697,358"	"194,480"	"266,920"	"195,483"					
"207,722"	"711,139"	"180,469"	"279,094"	"182,391"					
